[2016-03-03 11:24:00,083: INFO/MainProcess] Received task: scholarly_citation_finder.api.citation.tasks.evaluation_run[1a5a660d-9912-4db8-8113-294ae3767aa5]
[2016-03-04 13:45:14,599: INFO/Worker-2] authors: 60
[2016-03-04 13:48:57,561: INFO/Worker-2] 1884248971: finished strategy "author-ordered"
[2016-03-04 13:48:57,564: INFO/Worker-2] found 60 author in the search set
[2016-03-04 13:48:57,564: INFO/Worker-2] authors: 60
[2016-03-04 13:48:58,229: INFO/Worker-2] 1884248971: finished strategy "author-ordered-minyear"
[2016-03-04 13:48:58,230: INFO/Worker-2] found 7 journals in search set
[2016-03-04 13:49:18,265: INFO/Worker-2] 1884248971: finished strategy "journal-ordered"
[2016-03-04 13:49:18,266: INFO/Worker-2] found 7 journals in search set
[2016-03-04 13:49:22,989: INFO/Worker-2] 1884248971: finished strategy "journal-ordered-minyear"
[2016-03-04 13:49:22,991: INFO/Worker-2] found 0 conferences in search set
[2016-03-04 13:49:22,991: INFO/Worker-2] 1884248971: finished strategy "conference-ordered"
[2016-03-04 13:49:22,992: INFO/Worker-2] found 0 conferences in search set
[2016-03-04 13:49:22,992: INFO/Worker-2] 1884248971: finished strategy "conference-ordered-minyear"
[2016-03-04 13:49:22,994: INFO/Worker-2] found 60 author in the search set
[2016-03-04 13:49:22,994: INFO/Worker-2] authors: 60
[2016-03-04 13:49:24,690: INFO/Worker-2] authors: 80
[2016-03-04 14:01:19,265: INFO/Worker-2] found 18 journals in search set
[2016-03-04 14:01:47,668: INFO/Worker-2] found 0 conferences in search set
[2016-03-04 14:01:47,668: INFO/Worker-2] 1884248971: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-04 14:01:48,270: INFO/Worker-2] 1753278152 author: set 20 publications
[2016-03-04 14:02:32,240: INFO/Worker-2] found 3017 author in the search set
[2016-03-04 14:02:32,240: INFO/Worker-2] authors: 3017
[2016-03-04 20:18:04,046: INFO/Worker-2] 1753278152: finished strategy "author-ordered"
[2016-03-04 20:18:47,391: INFO/Worker-2] found 3017 author in the search set
[2016-03-04 20:18:47,391: INFO/Worker-2] authors: 3017
[2016-03-05 00:17:21,583: INFO/Worker-2] 1753278152: finished strategy "author-ordered-minyear"
[2016-03-05 00:17:21,691: INFO/Worker-2] found 14 journals in search set
[2016-03-05 00:17:36,619: INFO/Worker-2] 1753278152: finished strategy "journal-ordered"
[2016-03-05 00:17:36,632: INFO/Worker-2] found 14 journals in search set
[2016-03-05 00:17:38,686: INFO/Worker-2] 1753278152: finished strategy "journal-ordered-minyear"
[2016-03-05 00:17:38,733: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 00:17:38,733: INFO/Worker-2] 1753278152: finished strategy "conference-ordered"
[2016-03-05 00:17:38,747: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 00:17:38,747: INFO/Worker-2] 1753278152: finished strategy "conference-ordered-minyear"
[2016-03-05 00:18:18,934: INFO/Worker-2] found 3017 author in the search set
[2016-03-05 00:18:18,934: INFO/Worker-2] authors: 3017
[2016-03-05 01:26:25,785: INFO/MainProcess] Task scholarly_citation_finder.api.citation.tasks.evaluation_run[ea9fdf9c-d844-41f8-9bd2-3dddec01dd82] succeeded in 136911.095353s: True
[2016-03-05 02:42:42,892: INFO/Worker-2] authors: 2674
[2016-03-05 03:53:22,656: INFO/Worker-2] found 22 journals in search set
[2016-03-05 03:53:31,955: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:53:31,955: INFO/Worker-2] 1753278152: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 03:53:32,328: INFO/Worker-2] 1805159832 author: set 11 publications
[2016-03-05 03:53:32,833: INFO/Worker-2] found 60 author in the search set
[2016-03-05 03:53:32,833: INFO/Worker-2] authors: 60
[2016-03-05 03:57:45,777: INFO/Worker-2] 1805159832: finished strategy "author-ordered"
[2016-03-05 03:57:45,789: INFO/Worker-2] found 60 author in the search set
[2016-03-05 03:57:45,789: INFO/Worker-2] authors: 60
[2016-03-05 03:57:46,407: INFO/Worker-2] 1805159832: finished strategy "author-ordered-minyear"
[2016-03-05 03:57:46,408: INFO/Worker-2] found 3 journals in search set
[2016-03-05 03:57:48,486: INFO/Worker-2] 1805159832: finished strategy "journal-ordered"
[2016-03-05 03:57:48,487: INFO/Worker-2] found 3 journals in search set
[2016-03-05 03:57:49,007: INFO/Worker-2] 1805159832: finished strategy "journal-ordered-minyear"
[2016-03-05 03:57:49,008: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:57:49,008: INFO/Worker-2] 1805159832: finished strategy "conference-ordered"
[2016-03-05 03:57:49,009: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:57:49,009: INFO/Worker-2] 1805159832: finished strategy "conference-ordered-minyear"
[2016-03-05 03:57:49,010: INFO/Worker-2] found 60 author in the search set
[2016-03-05 03:57:49,011: INFO/Worker-2] authors: 60
[2016-03-05 03:57:49,654: INFO/Worker-2] authors: 21
[2016-03-05 03:58:57,381: INFO/Worker-2] found 6 journals in search set
[2016-03-05 03:58:58,627: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:58:58,627: INFO/Worker-2] 1805159832: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 03:58:58,937: INFO/Worker-2] 1841366217 author: set 17 publications
[2016-03-05 03:58:59,177: INFO/Worker-2] found 10 author in the search set
[2016-03-05 03:58:59,177: INFO/Worker-2] authors: 10
[2016-03-05 03:59:11,173: INFO/Worker-2] 1841366217: finished strategy "author-ordered"
[2016-03-05 03:59:11,174: INFO/Worker-2] found 10 author in the search set
[2016-03-05 03:59:11,174: INFO/Worker-2] authors: 10
[2016-03-05 03:59:11,219: INFO/Worker-2] 1841366217: finished strategy "author-ordered-minyear"
[2016-03-05 03:59:11,219: INFO/Worker-2] found 5 journals in search set
[2016-03-05 03:59:12,336: INFO/Worker-2] 1841366217: finished strategy "journal-ordered"
[2016-03-05 03:59:12,337: INFO/Worker-2] found 5 journals in search set
[2016-03-05 03:59:12,527: INFO/Worker-2] 1841366217: finished strategy "journal-ordered-minyear"
[2016-03-05 03:59:12,528: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:59:12,528: INFO/Worker-2] 1841366217: finished strategy "conference-ordered"
[2016-03-05 03:59:12,529: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:59:12,529: INFO/Worker-2] 1841366217: finished strategy "conference-ordered-minyear"
[2016-03-05 03:59:12,530: INFO/Worker-2] found 10 author in the search set
[2016-03-05 03:59:12,530: INFO/Worker-2] authors: 10
[2016-03-05 03:59:12,575: INFO/Worker-2] authors: 1
[2016-03-05 03:59:16,038: INFO/Worker-2] found 5 journals in search set
[2016-03-05 03:59:16,253: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 03:59:16,253: INFO/Worker-2] 1841366217: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 03:59:17,024: INFO/Worker-2] 1843042359 author: set 71 publications
[2016-03-05 03:59:18,954: INFO/Worker-2] found 215 author in the search set
[2016-03-05 03:59:18,954: INFO/Worker-2] authors: 215
[2016-03-05 04:12:25,918: INFO/Worker-2] 1843042359: finished strategy "author-ordered"
[2016-03-05 04:12:25,923: INFO/Worker-2] found 215 author in the search set
[2016-03-05 04:12:25,923: INFO/Worker-2] authors: 215
[2016-03-05 04:12:28,446: INFO/Worker-2] 1843042359: finished strategy "author-ordered-minyear"
[2016-03-05 04:12:28,448: INFO/Worker-2] found 17 journals in search set
[2016-03-05 04:12:56,332: INFO/Worker-2] 1843042359: finished strategy "journal-ordered"
[2016-03-05 04:12:56,334: INFO/Worker-2] found 17 journals in search set
[2016-03-05 04:13:05,315: INFO/Worker-2] 1843042359: finished strategy "journal-ordered-minyear"
[2016-03-05 04:13:05,317: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:13:05,317: INFO/Worker-2] 1843042359: finished strategy "conference-ordered"
[2016-03-05 04:13:05,318: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:13:05,318: INFO/Worker-2] 1843042359: finished strategy "conference-ordered-minyear"
[2016-03-05 04:13:05,322: INFO/Worker-2] found 215 author in the search set
[2016-03-05 04:13:05,322: INFO/Worker-2] authors: 215
[2016-03-05 04:13:09,244: INFO/Worker-2] authors: 266
[2016-03-05 04:23:59,933: INFO/Worker-2] found 44 journals in search set
[2016-03-05 04:24:24,846: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:24:24,847: INFO/Worker-2] 1843042359: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 04:24:25,095: INFO/Worker-2] 1271484857 author: set 14 publications
[2016-03-05 04:24:25,461: INFO/Worker-2] found 48 author in the search set
[2016-03-05 04:24:25,461: INFO/Worker-2] authors: 48
[2016-03-05 04:26:23,106: INFO/Worker-2] 1271484857: finished strategy "author-ordered"
[2016-03-05 04:26:23,108: INFO/Worker-2] found 48 author in the search set
[2016-03-05 04:26:23,108: INFO/Worker-2] authors: 48
[2016-03-05 04:26:23,374: INFO/Worker-2] 1271484857: finished strategy "author-ordered-minyear"
[2016-03-05 04:26:23,375: INFO/Worker-2] found 5 journals in search set
[2016-03-05 04:26:31,148: INFO/Worker-2] 1271484857: finished strategy "journal-ordered"
[2016-03-05 04:26:31,150: INFO/Worker-2] found 5 journals in search set
[2016-03-05 04:26:31,468: INFO/Worker-2] 1271484857: finished strategy "journal-ordered-minyear"
[2016-03-05 04:26:31,469: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:26:31,469: INFO/Worker-2] 1271484857: finished strategy "conference-ordered"
[2016-03-05 04:26:31,470: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:26:31,470: INFO/Worker-2] 1271484857: finished strategy "conference-ordered-minyear"
[2016-03-05 04:26:31,471: INFO/Worker-2] found 48 author in the search set
[2016-03-05 04:26:31,471: INFO/Worker-2] authors: 48
[2016-03-05 04:26:31,759: INFO/Worker-2] authors: 14
[2016-03-05 04:26:51,005: INFO/Worker-2] found 6 journals in search set
[2016-03-05 04:26:51,689: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:26:51,689: INFO/Worker-2] 1271484857: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 04:26:52,042: INFO/Worker-2] 1836422080 author: set 19 publications
[2016-03-05 04:26:52,561: INFO/Worker-2] found 48 author in the search set
[2016-03-05 04:26:52,561: INFO/Worker-2] authors: 48
[2016-03-05 04:28:13,330: INFO/Worker-2] 1836422080: finished strategy "author-ordered"
[2016-03-05 04:28:13,332: INFO/Worker-2] found 48 author in the search set
[2016-03-05 04:28:13,332: INFO/Worker-2] authors: 48
[2016-03-05 04:28:13,589: INFO/Worker-2] 1836422080: finished strategy "author-ordered-minyear"
[2016-03-05 04:28:13,590: INFO/Worker-2] found 6 journals in search set
[2016-03-05 04:28:31,665: INFO/Worker-2] 1836422080: finished strategy "journal-ordered"
[2016-03-05 04:28:31,667: INFO/Worker-2] found 6 journals in search set
[2016-03-05 04:28:35,043: INFO/Worker-2] 1836422080: finished strategy "journal-ordered-minyear"
[2016-03-05 04:28:35,044: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:28:35,044: INFO/Worker-2] 1836422080: finished strategy "conference-ordered"
[2016-03-05 04:28:35,045: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:28:35,045: INFO/Worker-2] 1836422080: finished strategy "conference-ordered-minyear"
[2016-03-05 04:28:35,047: INFO/Worker-2] found 48 author in the search set
[2016-03-05 04:28:35,047: INFO/Worker-2] authors: 48
[2016-03-05 04:28:36,073: INFO/Worker-2] authors: 14
[2016-03-05 04:30:12,385: INFO/Worker-2] found 11 journals in search set
[2016-03-05 04:30:16,709: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 04:30:16,709: INFO/Worker-2] 1836422080: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 04:30:17,023: INFO/Worker-2] 252520937 author: set 20 publications
[2016-03-05 04:30:17,750: INFO/Worker-2] found 77 author in the search set
[2016-03-05 04:30:17,750: INFO/Worker-2] authors: 77
[2016-03-05 06:02:31,882: INFO/Worker-2] 252520937: finished strategy "author-ordered"
[2016-03-05 06:02:32,567: INFO/Worker-2] found 77 author in the search set
[2016-03-05 06:02:32,567: INFO/Worker-2] authors: 77
[2016-03-05 07:25:43,055: INFO/Worker-2] 252520937: finished strategy "author-ordered-minyear"
[2016-03-05 07:25:43,192: INFO/Worker-2] found 3 journals in search set
[2016-03-05 07:25:45,949: INFO/Worker-2] 252520937: finished strategy "journal-ordered"
[2016-03-05 07:25:45,957: INFO/Worker-2] found 3 journals in search set
[2016-03-05 07:25:46,992: INFO/Worker-2] 252520937: finished strategy "journal-ordered-minyear"
[2016-03-05 07:25:46,994: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 07:25:46,994: INFO/Worker-2] 252520937: finished strategy "conference-ordered"
[2016-03-05 07:25:46,995: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 07:25:46,995: INFO/Worker-2] 252520937: finished strategy "conference-ordered-minyear"
[2016-03-05 07:25:47,636: INFO/Worker-2] found 77 author in the search set
[2016-03-05 07:25:47,636: INFO/Worker-2] authors: 77
[2016-03-05 08:46:39,767: INFO/Worker-2] authors: 4
[2016-03-05 08:57:42,205: INFO/Worker-2] found 3 journals in search set
[2016-03-05 08:57:44,042: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 08:57:44,042: INFO/Worker-2] 252520937: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 08:57:44,635: INFO/Worker-2] 1833466610 author: set 35 publications
[2016-03-05 08:57:45,428: INFO/Worker-2] found 82 author in the search set
[2016-03-05 08:57:45,428: INFO/Worker-2] authors: 82
[2016-03-05 09:01:40,782: INFO/Worker-2] 1833466610: finished strategy "author-ordered"
[2016-03-05 09:01:40,793: INFO/Worker-2] found 82 author in the search set
[2016-03-05 09:01:40,793: INFO/Worker-2] authors: 82
[2016-03-05 09:01:41,434: INFO/Worker-2] 1833466610: finished strategy "author-ordered-minyear"
[2016-03-05 09:01:41,436: INFO/Worker-2] found 15 journals in search set
[2016-03-05 09:01:45,831: INFO/Worker-2] 1833466610: finished strategy "journal-ordered"
[2016-03-05 09:01:45,841: INFO/Worker-2] found 15 journals in search set
[2016-03-05 09:01:46,644: INFO/Worker-2] 1833466610: finished strategy "journal-ordered-minyear"
[2016-03-05 09:01:46,646: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:01:46,646: INFO/Worker-2] 1833466610: finished strategy "conference-ordered"
[2016-03-05 09:01:46,647: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:01:46,648: INFO/Worker-2] 1833466610: finished strategy "conference-ordered-minyear"
[2016-03-05 09:01:46,649: INFO/Worker-2] found 82 author in the search set
[2016-03-05 09:01:46,649: INFO/Worker-2] authors: 82
[2016-03-05 09:01:47,624: INFO/Worker-2] authors: 53
[2016-03-05 09:02:38,706: INFO/Worker-2] found 27 journals in search set
[2016-03-05 09:02:41,699: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:02:41,699: INFO/Worker-2] 1833466610: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:02:42,136: INFO/Worker-2] 1590775848 author: set 23 publications
[2016-03-05 09:02:42,665: INFO/Worker-2] found 30 author in the search set
[2016-03-05 09:02:42,665: INFO/Worker-2] authors: 30
[2016-03-05 09:05:08,654: INFO/Worker-2] 1590775848: finished strategy "author-ordered"
[2016-03-05 09:05:08,655: INFO/Worker-2] found 30 author in the search set
[2016-03-05 09:05:08,655: INFO/Worker-2] authors: 30
[2016-03-05 09:05:08,996: INFO/Worker-2] 1590775848: finished strategy "author-ordered-minyear"
[2016-03-05 09:05:08,997: INFO/Worker-2] found 7 journals in search set
[2016-03-05 09:05:21,921: INFO/Worker-2] 1590775848: finished strategy "journal-ordered"
[2016-03-05 09:05:21,937: INFO/Worker-2] found 7 journals in search set
[2016-03-05 09:05:25,687: INFO/Worker-2] 1590775848: finished strategy "journal-ordered-minyear"
[2016-03-05 09:05:25,689: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:05:25,689: INFO/Worker-2] 1590775848: finished strategy "conference-ordered"
[2016-03-05 09:05:25,690: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:05:25,690: INFO/Worker-2] 1590775848: finished strategy "conference-ordered-minyear"
[2016-03-05 09:05:25,691: INFO/Worker-2] found 30 author in the search set
[2016-03-05 09:05:25,691: INFO/Worker-2] authors: 30
[2016-03-05 09:05:27,081: INFO/Worker-2] authors: 13
[2016-03-05 09:05:58,427: INFO/Worker-2] found 11 journals in search set
[2016-03-05 09:06:02,930: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:06:02,930: INFO/Worker-2] 1590775848: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:06:03,192: INFO/Worker-2] 715186309 author: set 13 publications
[2016-03-05 09:06:03,562: INFO/Worker-2] found 23 author in the search set
[2016-03-05 09:06:03,562: INFO/Worker-2] authors: 23
[2016-03-05 09:06:49,656: INFO/Worker-2] 715186309: finished strategy "author-ordered"
[2016-03-05 09:06:49,657: INFO/Worker-2] found 23 author in the search set
[2016-03-05 09:06:49,657: INFO/Worker-2] authors: 23
[2016-03-05 09:06:49,768: INFO/Worker-2] 715186309: finished strategy "author-ordered-minyear"
[2016-03-05 09:06:49,769: INFO/Worker-2] found 5 journals in search set
[2016-03-05 09:06:51,875: INFO/Worker-2] 715186309: finished strategy "journal-ordered"
[2016-03-05 09:06:51,896: INFO/Worker-2] found 5 journals in search set
[2016-03-05 09:06:52,554: INFO/Worker-2] 715186309: finished strategy "journal-ordered-minyear"
[2016-03-05 09:06:52,556: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:06:52,556: INFO/Worker-2] 715186309: finished strategy "conference-ordered"
[2016-03-05 09:06:52,556: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:06:52,556: INFO/Worker-2] 715186309: finished strategy "conference-ordered-minyear"
[2016-03-05 09:06:52,557: INFO/Worker-2] found 23 author in the search set
[2016-03-05 09:06:52,557: INFO/Worker-2] authors: 23
[2016-03-05 09:06:52,711: INFO/Worker-2] authors: 8
[2016-03-05 09:07:26,936: INFO/Worker-2] found 7 journals in search set
[2016-03-05 09:07:27,864: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:27,864: INFO/Worker-2] 715186309: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:07:28,066: INFO/Worker-2] 357129921 author: set 11 publications
[2016-03-05 09:07:28,188: INFO/Worker-2] found 2 author in the search set
[2016-03-05 09:07:28,188: INFO/Worker-2] authors: 2
[2016-03-05 09:07:29,301: INFO/Worker-2] 357129921: finished strategy "author-ordered"
[2016-03-05 09:07:29,302: INFO/Worker-2] found 2 author in the search set
[2016-03-05 09:07:29,302: INFO/Worker-2] authors: 2
[2016-03-05 09:07:29,311: INFO/Worker-2] 357129921: finished strategy "author-ordered-minyear"
[2016-03-05 09:07:29,312: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:07:30,260: INFO/Worker-2] 357129921: finished strategy "journal-ordered"
[2016-03-05 09:07:30,261: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:07:30,527: INFO/Worker-2] 357129921: finished strategy "journal-ordered-minyear"
[2016-03-05 09:07:30,528: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:30,528: INFO/Worker-2] 357129921: finished strategy "conference-ordered"
[2016-03-05 09:07:30,529: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:30,529: INFO/Worker-2] 357129921: finished strategy "conference-ordered-minyear"
[2016-03-05 09:07:30,530: INFO/Worker-2] found 2 author in the search set
[2016-03-05 09:07:30,530: INFO/Worker-2] authors: 2
[2016-03-05 09:07:30,539: INFO/Worker-2] authors: 0
[2016-03-05 09:07:30,539: INFO/Worker-2] found 3 journals in search set
[2016-03-05 09:07:30,807: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:30,808: INFO/Worker-2] 357129921: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:07:31,082: INFO/Worker-2] 327283673 author: set 19 publications
[2016-03-05 09:07:31,480: INFO/Worker-2] found 35 author in the search set
[2016-03-05 09:07:31,480: INFO/Worker-2] authors: 35
[2016-03-05 09:07:33,944: INFO/Worker-2] 327283673: finished strategy "author-ordered"
[2016-03-05 09:07:33,946: INFO/Worker-2] found 35 author in the search set
[2016-03-05 09:07:33,946: INFO/Worker-2] authors: 35
[2016-03-05 09:07:34,078: INFO/Worker-2] 327283673: finished strategy "author-ordered-minyear"
[2016-03-05 09:07:34,079: INFO/Worker-2] found 0 journals in search set
[2016-03-05 09:07:34,079: INFO/Worker-2] 327283673: finished strategy "journal-ordered"
[2016-03-05 09:07:34,079: INFO/Worker-2] found 0 journals in search set
[2016-03-05 09:07:34,079: INFO/Worker-2] 327283673: finished strategy "journal-ordered-minyear"
[2016-03-05 09:07:34,080: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:34,080: INFO/Worker-2] 327283673: finished strategy "conference-ordered"
[2016-03-05 09:07:34,081: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:34,081: INFO/Worker-2] 327283673: finished strategy "conference-ordered-minyear"
[2016-03-05 09:07:34,082: INFO/Worker-2] found 35 author in the search set
[2016-03-05 09:07:34,082: INFO/Worker-2] authors: 35
[2016-03-05 09:07:34,214: INFO/Worker-2] authors: 0
[2016-03-05 09:07:34,214: INFO/Worker-2] found 0 journals in search set
[2016-03-05 09:07:34,215: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:07:34,215: INFO/Worker-2] 327283673: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:07:34,463: INFO/Worker-2] 1408143206 author: set 17 publications
[2016-03-05 09:07:34,932: INFO/Worker-2] found 50 author in the search set
[2016-03-05 09:07:34,933: INFO/Worker-2] authors: 50
[2016-03-05 09:08:17,718: INFO/Worker-2] 1408143206: finished strategy "author-ordered"
[2016-03-05 09:08:17,720: INFO/Worker-2] found 50 author in the search set
[2016-03-05 09:08:17,720: INFO/Worker-2] authors: 50
[2016-03-05 09:08:17,954: INFO/Worker-2] 1408143206: finished strategy "author-ordered-minyear"
[2016-03-05 09:08:17,955: INFO/Worker-2] found 9 journals in search set
[2016-03-05 09:08:24,333: INFO/Worker-2] 1408143206: finished strategy "journal-ordered"
[2016-03-05 09:08:24,335: INFO/Worker-2] found 9 journals in search set
[2016-03-05 09:08:27,518: INFO/Worker-2] 1408143206: finished strategy "journal-ordered-minyear"
[2016-03-05 09:08:27,520: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:08:27,520: INFO/Worker-2] 1408143206: finished strategy "conference-ordered"
[2016-03-05 09:08:27,521: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:08:27,521: INFO/Worker-2] 1408143206: finished strategy "conference-ordered-minyear"
[2016-03-05 09:08:27,522: INFO/Worker-2] found 50 author in the search set
[2016-03-05 09:08:27,522: INFO/Worker-2] authors: 50
[2016-03-05 09:08:27,884: INFO/Worker-2] authors: 25
[2016-03-05 09:09:44,016: INFO/Worker-2] found 11 journals in search set
[2016-03-05 09:09:47,479: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:09:47,479: INFO/Worker-2] 1408143206: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:09:47,939: INFO/Worker-2] 695495226 author: set 23 publications
[2016-03-05 09:09:48,462: INFO/Worker-2] found 33 author in the search set
[2016-03-05 09:09:48,462: INFO/Worker-2] authors: 33
[2016-03-05 09:10:48,918: INFO/Worker-2] 695495226: finished strategy "author-ordered"
[2016-03-05 09:10:48,919: INFO/Worker-2] found 33 author in the search set
[2016-03-05 09:10:48,919: INFO/Worker-2] authors: 33
[2016-03-05 09:10:49,112: INFO/Worker-2] 695495226: finished strategy "author-ordered-minyear"
[2016-03-05 09:10:49,113: INFO/Worker-2] found 7 journals in search set
[2016-03-05 09:10:51,628: INFO/Worker-2] 695495226: finished strategy "journal-ordered"
[2016-03-05 09:10:51,629: INFO/Worker-2] found 7 journals in search set
[2016-03-05 09:10:52,111: INFO/Worker-2] 695495226: finished strategy "journal-ordered-minyear"
[2016-03-05 09:10:52,112: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:10:52,112: INFO/Worker-2] 695495226: finished strategy "conference-ordered"
[2016-03-05 09:10:52,112: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:10:52,112: INFO/Worker-2] 695495226: finished strategy "conference-ordered-minyear"
[2016-03-05 09:10:52,113: INFO/Worker-2] found 33 author in the search set
[2016-03-05 09:10:52,114: INFO/Worker-2] authors: 33
[2016-03-05 09:10:52,488: INFO/Worker-2] authors: 31
[2016-03-05 09:11:57,019: INFO/Worker-2] found 13 journals in search set
[2016-03-05 09:11:58,445: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:11:58,445: INFO/Worker-2] 695495226: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:11:58,718: INFO/Worker-2] 692137639 author: set 21 publications
[2016-03-05 09:11:59,091: INFO/Worker-2] found 24 author in the search set
[2016-03-05 09:11:59,091: INFO/Worker-2] authors: 24
[2016-03-05 09:13:50,062: INFO/Worker-2] 692137639: finished strategy "author-ordered"
[2016-03-05 09:13:50,064: INFO/Worker-2] found 24 author in the search set
[2016-03-05 09:13:50,064: INFO/Worker-2] authors: 24
[2016-03-05 09:13:50,275: INFO/Worker-2] 692137639: finished strategy "author-ordered-minyear"
[2016-03-05 09:13:50,276: INFO/Worker-2] found 8 journals in search set
[2016-03-05 09:14:08,554: INFO/Worker-2] 692137639: finished strategy "journal-ordered"
[2016-03-05 09:14:08,558: INFO/Worker-2] found 8 journals in search set
[2016-03-05 09:14:14,188: INFO/Worker-2] 692137639: finished strategy "journal-ordered-minyear"
[2016-03-05 09:14:14,189: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:14:14,190: INFO/Worker-2] 692137639: finished strategy "conference-ordered"
[2016-03-05 09:14:14,190: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:14:14,190: INFO/Worker-2] 692137639: finished strategy "conference-ordered-minyear"
[2016-03-05 09:14:14,192: INFO/Worker-2] found 24 author in the search set
[2016-03-05 09:14:14,192: INFO/Worker-2] authors: 24
[2016-03-05 09:14:15,187: INFO/Worker-2] authors: 77
[2016-03-05 09:17:29,497: INFO/Worker-2] found 23 journals in search set
[2016-03-05 09:17:40,321: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 09:17:40,322: INFO/Worker-2] 692137639: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 09:17:40,746: INFO/Worker-2] 576222461 author: set 23 publications
[2016-03-05 09:17:41,111: INFO/Worker-2] found 10 author in the search set
[2016-03-05 09:17:41,111: INFO/Worker-2] authors: 10
[2016-03-05 09:18:21,459: INFO/Worker-2] 576222461: finished strategy "author-ordered"
[2016-03-05 09:18:21,460: INFO/Worker-2] found 10 author in the search set
[2016-03-05 09:18:21,461: INFO/Worker-2] authors: 10
